CAEMP25N Total full-time and part-time employment by NAICS industry 1/
CAEMP25N Total full-time and part-time employment by NAICS industry 1/
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2012
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",900,"      Information",6244
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1000,"      Finance and insurance",14395
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",23068
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",30062
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",2370
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",30946
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1500,"      Educational services",6412
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1600,"      Health care and social assistance",34567
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",8800
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1800,"      Accommodation and food services",36901
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",23208
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2000,"    Government and government enterprises",73636
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2001,"      Federal civilian",10176
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2002,"      Military",13082
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2010,"      State and local",50378
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2011,"        State government",23337
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2012,"        Local government",27041
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",,Employment by place of work,
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",10,Total employment (number of jobs),1347262
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",,By type,
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",20,"  Wage and salary employment",1064818
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",40,"  Proprietors employment",282444
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",50,"    Farm proprietors employment",6625
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",275819
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",,By industry,
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",70,"  Farm employment",8765
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",80,"  Nonfarm employment",1338497
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",90,"    Private nonfarm employment",1185056
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",300,"      Utilities",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",400,"      Construction",74937
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",500,"      Manufacturing",104183
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",600,"      Wholesale trade",62930
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",700,"      Retail trade",137818
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",800,"      Transportation and warehousing",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",900,"      Information",28291
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1000,"      Finance and insurance",92635
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",59852
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1500,"      Educational services",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1600,"      Health care and social assistance",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1800,"      Accommodation and food services",(D)
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",76578
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2000,"    Government and government enterprises",153441
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2001,"      Federal civilian",9492
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2002,"      Military",6552
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2010,"      State and local",137397
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2011,"        State government",21082
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2012,"        Local government",116315
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",,Employment by place of work,
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",10,Total employment (number of jobs),135970
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",,By type,
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",20,"  Wage and salary employment",105121
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",40,"  Proprietors employment",30849
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",50,"    Farm proprietors employment",1642
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",60,"    Nonfarm proprietors employment 2/",29207
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",,By industry,
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",70,"  Farm employment",2314
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",80,"  Nonfarm employment",133656
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",90,"    Private nonfarm employment",99744
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",100,"      Forestry, fishing, and related activities",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",200,"      Mining, quarrying, and oil and gas extraction",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",300,"      Utilities",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",400,"      Construction",7412
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",500,"      Manufacturing",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",600,"      Wholesale trade",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",700,"      Retail trade",12154
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",800,"      Transportation and warehousing",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",900,"      Information",2762
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1000,"      Finance and insurance",4566
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1100,"      Real estate and rental and leasing",6567
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1200,"      Professional, scientific, and technical services",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1300,"      Management of companies and enterprises",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1400,"      Administrative and support and waste management and remediation services",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1500,"      Educational services",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1600,"      Health care and social assistance",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1700,"      Arts, entertainment, and recreation",4482
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1800,"      Accommodation and food services",10433
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1900,"      Other services (except government and government enterprises)",7987
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2000,"    Government and government enterprises",33912
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2001,"      Federal civilian",1364
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2002,"      Military",1060
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2010,"      State and local",31488
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2011,"        State government",(D)
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2012,"        Local government",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",,Employment by place of work,
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",10,Total employment (number of jobs),300036
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",,By type,
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",20,"  Wage and salary employment",241624
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",40,"  Proprietors employment",58412
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",50,"    Farm proprietors employment",1780
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",56632
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",,By industry,
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",70,"  Farm employment",2147
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",80,"  Nonfarm employment",297889
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",90,"    Private nonfarm employment",259348
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",300,"      Utilities",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",400,"      Construction",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",500,"      Manufacturing",32257
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",600,"      Wholesale trade",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",700,"      Retail trade",30448
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",800,"      Transportation and warehousing",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",900,"      Information",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1000,"      Finance and insurance",20687
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",10157
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1500,"      Educational services",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1600,"      Health care and social assistance",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1800,"      Accommodation and food services",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",18626
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2000,"    Government and government enterprises",38541
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2001,"      Federal civilian",6427
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2002,"      Military",1753
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2010,"      State and local",30361
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2011,"        State government",(D)
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2012,"        Local government",(D)
16940,"Cheyenne, WY (Metropolitan Statistical Area)",,Employment by place of work,
16940,"Cheyenne, WY (Metropolitan Statistical Area)",10,Total employment (number of jobs),63565
16940,"Cheyenne, WY (Metropolitan Statistical Area)",,By type,
16940,"Cheyenne, WY (Metropolitan Statistical Area)",20,"  Wage and salary employment",50293
16940,"Cheyenne, WY (Metropolitan Statistical Area)",40,"  Proprietors employment",13272
16940,"Cheyenne, WY (Metropolitan Statistical Area)",50,"    Farm proprietors employment",991
16940,"Cheyenne, WY (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",12281
16940,"Cheyenne, WY (Metropolitan Statistical Area)",,By industry,
16940,"Cheyenne, WY (Metropolitan Statistical Area)",70,"  Farm employment",1334
16940,"Cheyenne, WY (Metropolitan Statistical Area)",80,"  Nonfarm employment",62231
16940,"Cheyenne, WY (Metropolitan Statistical Area)",90,"    Private nonfarm employment",44708
16940,"Cheyenne, WY (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",(D)
16940,"Cheyenne, WY (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",(D)
16940,"Cheyenne, WY (Metropolitan Statistical Area)",300,"      Utilities",146
16940,"Cheyenne, WY (Metropolitan Statistical Area)",400,"      Construction",3896
16940,"Cheyenne, WY (Metropolitan Statistical Area)",500,"      Manufacturing",1551
16940,"Cheyenne, WY (Metropolitan Statistical Area)",600,"      Wholesale trade",1176
16940,"Cheyenne, WY (Metropolitan Statistical Area)",700,"      Retail trade",6767
16940,"Cheyenne, WY (Metropolitan Statistical Area)",800,"      Transportation and warehousing",3687
16940,"Cheyenne, WY (Metropolitan Statistical Area)",900,"      Information",1345
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1000,"      Finance and insurance",3659
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",2951
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",2774
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",136
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",2561
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1500,"      Educational services",546
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1600,"      Health care and social assistance",4812
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",854
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1800,"      Accommodation and food services",4337
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",2707
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2000,"    Government and government enterprises",17523
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2001,"      Federal civilian",2583
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2002,"      Military",3565
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2010,"      State and local",11375
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2011,"        State government",4228
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2012,"        Local government",7147
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",,Employment by place of work,
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",10,Total employment (number of jobs),5643024
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",,By type,
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",20,"  Wage and salary employment",4509791
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",40,"  Proprietors employment",1133233
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",50,"    Farm proprietors employment",5416
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",1127817
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",,By industry,
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",70,"  Farm employment",9079
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",80,"  Nonfarm employment",5633945
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",90,"    Private nonfarm employment",5036825
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",300,"      Utilities",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",400,"      Construction",231222
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",500,"      Manufacturing",426765
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",600,"      Wholesale trade",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",700,"      Retail trade",516270
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",800,"      Transportation and warehousing",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",900,"      Information",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1000,"      Finance and insurance",382769
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",237983
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",429561
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1500,"      Educational services",179972
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1600,"      Health care and social assistance",633145
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1800,"      Accommodation and food services",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2000,"    Government and government enterprises",597120
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2001,"      Federal civilian",55218
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2002,"      Military",33033
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2010,"      State and local",508869
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2011,"        State government",(D)
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2012,"        Local government",(D)
17020,"Chico, CA (Metropolitan Statistical Area)",,Employment by place of work,
17020,"Chico, CA (Metropolitan Statistical Area)",10,Total employment (number of jobs),100633
17020,"Chico, CA (Metropolitan Statistical Area)",,By type,
17020,"Chico, CA (Metropolitan Statistical Area)",20,"  Wage and salary employment",75855
17020,"Chico, CA (Metropolitan Statistical Area)",40,"  Proprietors employment",24778
17020,"Chico, CA (Metropolitan Statistical Area)",50,"    Farm proprietors employment",1724
17020,"Chico, CA (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",23054
17020,"Chico, CA (Metropolitan Statistical Area)",,By industry,
17020,"Chico, CA (Metropolitan Statistical Area)",70,"  Farm employment",3380
17020,"Chico, CA (Metropolitan Statistical Area)",80,"  Nonfarm employment",97253
17020,"Chico, CA (Metropolitan Statistical Area)",90,"    Private nonfarm employment",81941
17020,"Chico, CA (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",1205
17020,"Chico, CA (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",215
17020,"Chico, CA (Metropolitan Statistical Area)",300,"      Utilities",542
17020,"Chico, CA (Metropolitan Statistical Area)",400,"      Construction",4660
17020,"Chico, CA (Metropolitan Statistical Area)",500,"      Manufacturing",4560
17020,"Chico, CA (Metropolitan Statistical Area)",600,"      Wholesale trade",2318
17020,"Chico, CA (Metropolitan Statistical Area)",700,"      Retail trade",12103
17020,"Chico, CA (Metropolitan Statistical Area)",800,"      Transportation and warehousing",1708
17020,"Chico, CA (Metropolitan Statistical Area)",900,"      Information",1380
17020,"Chico, CA (Metropolitan Statistical Area)",1000,"      Finance and insurance",3530
17020,"Chico, CA (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",4186
17020,"Chico, CA (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",5413
17020,"Chico, CA (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",357
17020,"Chico, CA (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",4798
17020,"Chico, CA (Metropolitan Statistical Area)",1500,"      Educational services",1114
17020,"Chico, CA (Metropolitan Statistical Area)",1600,"      Health care and social assistance",16590
17020,"Chico, CA (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",1986
17020,"Chico, CA (Metropolitan Statistical Area)",1800,"      Accommodation and food services",7176
17020,"Chico, CA (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",8100
17020,"Chico, CA (Metropolitan Statistical Area)",2000,"    Government and government enterprises",15312
17020,"Chico, CA (Metropolitan Statistical Area)",2001,"      Federal civilian",569
17020,"Chico, CA (Metropolitan Statistical Area)",2002,"      Military",352
17020,"Chico, CA (Metropolitan Statistical Area)",2010,"      State and local",14391
17020,"Chico, CA (Metropolitan Statistical Area)",2011,"        State government",3425
17020,"Chico, CA (Metropolitan Statistical Area)",2012,"        Local government",10966
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",,Employment by place of work,
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",10,Total employment (number of jobs),1262590
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",,By type,
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",20,"  Wage and salary employment",1030944
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",40,"  Proprietors employment",231646
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",50,"    Farm proprietors employment",8950
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",222696
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",,By industry,
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",70,"  Farm employment",10611
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",80,"  Nonfarm employment",1251979
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",90,"    Private nonfarm employment",1118173
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",300,"      Utilities",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",400,"      Construction",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",500,"      Manufacturing",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",600,"      Wholesale trade",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",700,"      Retail trade",122282
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",800,"      Transportation and warehousing",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",900,"      Information",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1000,"      Finance and insurance",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1100,"      Real estate and rental and leasing",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1200,"      Professional, scientific, and technical services",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1300,"      Management of companies and enterprises",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1400,"      Administrative and support and waste management and remediation services",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1500,"      Educational services",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1600,"      Health care and social assistance",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1700,"      Arts, entertainment, and recreation",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1800,"      Accommodation and food services",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1900,"      Other services (except government and government enterprises)",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2000,"    Government and government enterprises",133806
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2001,"      Federal civilian",16468
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2002,"      Military",6023
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2010,"      State and local",111315
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2011,"        State government",(D)
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2012,"        Local government",(D)
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",,Employment by place of work,
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",10,Total employment (number of jobs),147359
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",,By type,
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",20,"  Wage and salary employment",122842
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",40,"  Proprietors employment",24517
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",50,"    Farm proprietors employment",2455
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",60,"    Nonfarm proprietors employment 2/",22062
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",,By industry,
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",70,"  Farm employment",3038
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",80,"  Nonfarm employment",144321
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",90,"    Private nonfarm employment",90581
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",100,"      Forestry, fishing, and related activities",(D)
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",200,"      Mining, quarrying, and oil and gas extraction",(D)
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",300,"      Utilities",(D)
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",400,"      Construction",6282
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",500,"      Manufacturing",11049
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",600,"      Wholesale trade",(D)
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",700,"      Retail trade",14158
